_id,type,player[0],player[1],template,toys[0],toys[1],intensity[0],intensity[1],intensity[2],duration
66d799f3e8c9a2a7abe3f862,dare,firstName1,firstName2,"Pendant que {AutrePlayer} s'occupe de toi, chuchote lui des choses qui pourraient l'exciter davantage.",all,,high,medium,,
66d79ef3e8c9a2a7abe3f8a9,truth,firstName1,firstName2,T'as déjà dormi pendant un rapport sexuel ?,,,,,,
66c03005f4e4ec87ac8b12f6,dare,firstName1,firstName2,Retire lentement un sous-vêtement (haut ou bas) de {AutrePlayer} avec tes mains.,all,,low,,,
66d79ef3e8c9a2a7abe3f867,truth,firstName1,firstName2,Quelle est la chose la plus gênante qui t'est arrivée pendant le sexe ?,,,,,,
66d77cfbe8c9a2a7abe3f82d,dare,firstName1,firstName2,Fais un strip-tease lentement tout en laissant {AutrePlayer} te toucher uniquement avec ses lèvres.,all,,medium,,,
66d77af6e8c9a2a7abe3f81e,dare,firstName1,firstName2,Caresse doucement le cou de {AutrePlayer} avec tes lèvres pendant 30 secondes.,,,low,,,
66e99aed64f3ac7f3bdb0ade,dare,firstName1,firstName2,Prend un shot,Alcool,,high,medium,low,
66d77af6e8c9a2a7abe3f824,dare,firstName1,firstName2,Passe tes lèvres le long de la mâchoire de {AutrePlayer} sans l'embrasser.,,,low,,,
66c02acef4e4ec87ac8b12e2,dare,firstName1,firstName2,Prends une photo de toi dans une position chaude et envoie-la à ton/ta partenaire.,phone,,medium,,,
66d79280e8c9a2a7abe3f846,dare,firstName1,firstName2,Prenez une photo ensemble durant l'acte avec le Polaroïd,polaroid,,high,,,
66c8af78f4e4ec87ac8b1340,dare,firstName1,firstName2,"Sans parler, montre ta position préférée que nous avons déjà pratiquée.",,,medium,,,
66d79ef3e8c9a2a7abe3f891,truth,firstName1,firstName2,Quel est ton type de sexe préféré : lent et tendre ou agressif et rapide ?,,,,,,
66d79ef3e8c9a2a7abe3f894,truth,firstName1,firstName2,Décris ma personnalité au lit en trois mots.,,,,,,
66d78093e8c9a2a7abe3f833,dare,firstName1,,Fais une gorge profonde à {AutrePlayer} pendant 30 secondes,all,,"medium, high",,,30
66d79ef3e8c9a2a7abe3f88d,truth,firstName1,firstName2,Quel est ton sex toy préféré à utiliser sur moi ?,,,,,,
66d79ef3e8c9a2a7abe3f8b6,truth,firstName1,firstName2,Quelle est ta technique préférée pour faire monter le désir chez ton partenaire ?,,,,,,
66bec18cf4e4ec87ac8b1242,truth,firstName1,firstName2,As-tu déjà eu une relation que tu as gardée secrète ? Pourquoi ?,,,,,,
66bec4e4f4e4ec87ac8b1259,truth,firstName2,,"Si tu pouvais être une autre personne pour une journée, qui serais-tu et pourquoi?",,,,,,
66c02acef4e4ec87ac8b12e1,dare,firstName1,firstName2,Filmez-vous en train de vous embrasser passionnément.,phone,,medium,,,
66c037d0f4e4ec87ac8b131a,dare,firstName2,,"Mordille légèrement les tétons de {AutrePlayer}, sans les mordre trop fort.",all,,medium,,,
66bec18cf4e4ec87ac8b1232,truth,firstName1,firstName2,Décris en détail comment tu aimes te masturber.,,,,,,
66bec17bf4e4ec87ac8b120f,truth,firstName1,firstName2,Quelle est la chose la plus embarrassante qui te soit arrivée pendant un moment intime ?,,,,,,
66bec18cf4e4ec87ac8b123d,truth,firstName1,firstName2,Qu'est-ce qui est en tête de ta liste de fantasmes sexuels en ce moment ?,,,,,,
66c8af78f4e4ec87ac8b133a,dare,firstName1,firstName2,Stimule deux parties de mon corps en même temps. Utilise tes mains sur une partie et tes lèvres sur une autre.,,,high,medium,,
66d79ef3e8c9a2a7abe3f87d,truth,firstName1,firstName2,As-tu déjà eu une aventure avec un inconnu ou une aventure d'un soir ?,,,,,,
66d79ef3e8c9a2a7abe3f8b7,truth,firstName1,firstName2,Quel est ton type de baiser préféré pour mettre en appétit ?,,,,,,
66c8af78f4e4ec87ac8b133e,dare,firstName1,firstName2,Retire mes sous-vêtements... avec ta bouche.,icebube,,medium,,,
66d79ef3e8c9a2a7abe3f898,truth,firstName1,firstName2,"Si on ne pouvait avoir des relations sexuelles que dans une position pendant un mois, ce serait laquelle ?",,,,,,
66c0307ff4e4ec87ac8b130b,dare,firstName1,firstName2,Fais un baiser humide et lent sur le bas du dos de {AutrePlayer}.,all,,low,,,
66bec18cf4e4ec87ac8b123a,truth,firstName1,firstName2,Quel est un fantasme dont tu ne m'as jamais parlé ?,,,,,,
66d79ef3e8c9a2a7abe3f878,truth,firstName1,firstName2,C'est quoi un fantasme que t'as jamais partagé avec moi ?,,,,,,
66d79ef3e8c9a2a7abe3f890,truth,firstName1,firstName2,Dis-moi une chose que je pourrais faire pour te faire jouir immédiatement.,,,,,,
66d79ef3e8c9a2a7abe3f86e,truth,firstName1,firstName2,Tu as déjà envoyé des nudes ?,,,,,,
66bec17bf4e4ec87ac8b1225,truth,firstName1,firstName2,As-tu déjà regretté une expérience intime ? Pourquoi ?,,,,,,
66beda21f4e4ec87ac8b1268,truth,firstName1,firstName2,Est-ce que tu aimerais faire partie du 'mile-high club' (avoir des relations sexuelles dans un avion) ?,,,,,,
66beda21f4e4ec87ac8b1266,truth,firstName1,firstName2,Y a-t-il un certain film qui t'excite vraiment ?,,,,,,
66c8abdef4e4ec87ac8b1336,dare,firstName1,firstName2,Fais-moi maintenant quelque chose dont tu as fantasmé.,,,high,,,
66bec18cf4e4ec87ac8b124e,truth,firstName1,firstName2,Aimes-tu le faire avec la lumière allumée ou éteinte ?,,,,,,
66c03005f4e4ec87ac8b12f7,dare,firstName1,firstName2,Retire un de tes vêtements de {AutrePlayer} de ton choix.,all,,low,,,
66c0307ff4e4ec87ac8b1310,dare,firstName1,firstName2,"Chuchote à {AutrePlayer} ce que tu aimerais lui faire ensuite, sans aller plus loin.",all,,low,,,
66d79280e8c9a2a7abe3f847,dare,firstName1,firstName2,Prenez une photo de vous en faisant une position chaude en étant habillé,polaroid,,low,,,
66c02acef4e4ec87ac8b12dc,dare,firstName1,firstName2,Tournez une courte sextape durant les préliminaires.,phone,,high,,,
66c0307ff4e4ec87ac8b130e,dare,firstName1,firstName2,"Déboutonne lentement un vêtement de {AutrePlayer}, en laissant apparaître juste un peu plus de peau.",all,,low,,,
66d78093e8c9a2a7abe3f830,dare,firstName1,firstName2,"Faites une course : Masturbez-vous, le premier à jouir doit faire un massage à l'autre.",all,,high,,,
66d799f3e8c9a2a7abe3f85f,dare,firstName1,,Fais le sexe oral avec le plus de bave possible à {AutrePlayer}.,all,,high,medium,,60
66bec18cf4e4ec87ac8b1244,truth,firstName1,firstName2,As-tu déjà envoyé accidentellement des photos sexy à la mauvaise personne ?,,,,,,
66c02ab7f4e4ec87ac8b12c9,dare,firstName1,firstName2,Verse un peu d'huile de massage sur {AutrePlayer} et fais-la/le glisser sur tout ton corps.,massage_oil,,medium,,,
66d79ef3e8c9a2a7abe3f885,truth,firstName1,firstName2,T'as déjà surpris quelqu'un en train de baiser ?,,,,,,
66d799f3e8c9a2a7abe3f85e,dare,firstName1,firstName2,Faites un 69 debout.,all,,medium,high,,
66d787c4e8c9a2a7abe3f838,dare,firstName1,,Monte sur le dildo et fais une fellation à {AutrePlayer} en même temps pendant 3 minutes,dildo,,"high, medium",,,180
66d799f3e8c9a2a7abe3f85a,dare,firstName1,firstName2,"Pendant que {AutrePlayer} te fait du sexe oral, dis lui précisément ce que tu veux qu'il fasse.",all,,high,,,120
66bec17bf4e4ec87ac8b1213,truth,firstName1,firstName2,As-tu déjà été surpris(e) en train de faire quelque chose d'intime ? Que s'est-il passé ?,,,,,,
66bec17bf4e4ec87ac8b1227,truth,firstName1,firstName2,As-tu déjà eu une discussion embarrassante sur le sexe avec tes parents ?,,,,,,
66bec18cf4e4ec87ac8b123c,truth,firstName1,firstName2,Que penses-tu de l'échangisme ou du changement de partenaire ? Est-ce que l'idée t'excite ?,,,,,,
66bec18cf4e4ec87ac8b123f,truth,firstName1,firstName2,As-tu déjà écrit une lettre d'amour ?,,,,,,
66d78a22e8c9a2a7abe3f83f,dare,firstName1,,"Insère un plug anal en toi, puis fais l'amour avec {AutrePlayer} dans une position de votre choix pendant 5 minutes.",plug,,high,,,300
66e99af564f3ac7f3bdb0ae1,dare,firstName1,firstName2,Prend un shot,Alcool,,high,medium,low,
66d79ef3e8c9a2a7abe3f893,truth,firstName1,firstName2,Quel vêtement trouves-tu le plus sexy sur moi ?,,,,,,
66c03005f4e4ec87ac8b12fc,dare,firstName2,,Masse doucement les fesses de {AutrePlayer} tout en le/la tenant contre toi.,all,,low,,,
66bec17bf4e4ec87ac8b1220,truth,firstName1,firstName2,Quelle est ton plus grand fantasme non réalisé ?,,,,,,
66c037d0f4e4ec87ac8b1318,dare,firstName1,firstName2,Utilise tes lèvres pour explorer les contours des parties génitales de {AutrePlayer} sans les toucher.,all,,medium,,,
66d787c4e8c9a2a7abe3f839,dare,firstName1,,Suce sur le dildo pendant que tu montes sur {AutrePlayer} pendant 3 minutes,dildo,,high,,,180
66d79ef3e8c9a2a7abe3f868,truth,firstName1,firstName2,T'as déjà trompé quelqu'un ? (Question bonus pour les courageux : Est-ce que ça t'a excité ?),,,,,,
66d799f3e8c9a2a7abe3f858,dare,firstName1,firstName2,"Faites l'amour le plus lentement possible, et accélérez de plus en plus.",all,,high,,,
66d79ef3e8c9a2a7abe3f86b,truth,firstName1,firstName2,T'as déjà fait semblant d'avoir un orgasme ?,,,,,,
66beda21f4e4ec87ac8b1267,truth,firstName1,firstName2,As-tu déjà simulé un orgasme plus d'une fois ?,,,,,,
66bec18cf4e4ec87ac8b1236,truth,firstName1,firstName2,As-tu déjà fantasmé sur quelque chose de sexuel avec quelqu'un du même sexe que toi ?,,,,,,
66d79ef3e8c9a2a7abe3f86c,truth,firstName1,firstName2,T'as déjà envoyé par erreur un message nude à la mauvaise personne ?,,,,,,
66d8c6b6743b06a9aa3f0150,dare,firstName1,firstName2,Jeu de rôle : {AutrePlayer} vient te livrer un colis et ça dérape.,,,high,,,
66c0307ff4e4ec87ac8b130d,dare,firstName1,firstName2,"Utilise tes lèvres pour caresser doucement les zones érogènes externes de {AutrePlayer} de ton/ta partenaire, sans toucher les parties génitales.",all,,low,,,
66bec18cf4e4ec87ac8b1246,truth,firstName1,firstName2,As-tu déjà oublié le nom de quelqu'un avec qui tu as eu une aventure ? Ne l'as-tu jamais su du tout ?,,,,,,
66bec18cf4e4ec87ac8b1230,truth,firstName1,firstName2,Dis-moi deux mensonges et une vérité et vois s'ils peuvent deviner laquelle est la vérité.,,,,,,
66d79ef3e8c9a2a7abe3f8a8,truth,firstName1,firstName2,"Fuck, Marry, Kill : Missionnaire, doggy et sexe oral.",,,,,,
66bec18cf4e4ec87ac8b124d,truth,firstName1,firstName2,Où est ton endroit préféré pour t'embrasser ?,,,,,,
66c02ab7f4e4ec87ac8b12cb,dare,firstName1,firstName2,Utilise l'huile de massage pour rendre un massage du dos particulièrement sensuel et lent.,massage_oil,,medium,,,
66c037d0f4e4ec87ac8b1314,dare,firstName1,firstName2,Fais un massage érotique à {AutrePlayer} en utilisant seulement ta bouche.,all,,medium,,,
66bec17bf4e4ec87ac8b1224,truth,firstName1,firstName2,As-tu déjà eu une aventure d'un soir ? Comment c'était ?,,,,,,
66d79ef3e8c9a2a7abe3f88f,truth,firstName1,firstName2,Quel est le rêve sexuel le plus chaud que t'aies jamais eu avec moi ?,,,,,,
66d79ef3e8c9a2a7abe3f876,truth,firstName1,firstName2,Comment est-ce que tu aurais aimé qu'on finisse aujourd'hui ?,,,,,,
66bec18cf4e4ec87ac8b1235,truth,firstName1,firstName2,Explique tes vidéos préférées et pourquoi tu les aimes.,,,,,,
66d79ef3e8c9a2a7abe3f883,truth,firstName1,firstName2,C'est quoi le numéro 1 de ta liste de fantasmes sexuels en ce moment ?,,,,,,
66d79ef3e8c9a2a7abe3f8ac,truth,firstName1,firstName2,As-tu déjà eu une expérience sexuelle qui t'a complètement surprise ?,,,,,,
66d79ef3e8c9a2a7abe3f87e,truth,firstName1,firstName2,Tu préfères que je t'utilise ma langue ou mes doigts sur toi ? Et que préfères-tu que je fasse sur toi ?,,,,,,
66d799f3e8c9a2a7abe3f852,dare,firstName1,,Slow whine sur {AutrePlayer} pendant qu'il te pénètre durant 2 minutes.,all,,high,,,120
66d77cfbe8c9a2a7abe3f82c,dare,firstName1,firstName2,Mets un film érotique et reproduisez la première scène de votre choix.,porno_movie,,medium,,,
66d79ef3e8c9a2a7abe3f89d,truth,firstName1,firstName2,"Quand je suis sur toi, quelle est ta partie préférée de moi à regarder ?",,,,,,
66d79ef3e8c9a2a7abe3f86d,truth,firstName1,firstName2,"Le sexe sous la douche, t'en penses quoi ? Tu adores, tu détestes ou t'es neutre ?",,,,,,
66c037d0f4e4ec87ac8b1312,dare,firstName2,,Fais un cunnilingus à {AutrePlayer} en utilisant uniquement ta langue.,all,,medium,,,
66bec17bf4e4ec87ac8b121f,truth,firstName1,firstName2,As-tu déjà ressenti des sentiments pour quelqu'un qui était déjà pris(e) ?,,,,,,
66d79ef3e8c9a2a7abe3f8ad,truth,firstName1,firstName2,Quelle est ta position préférée quand on le fait au réveil ?,,,,,,
66bec18cf4e4ec87ac8b1237,truth,firstName1,firstName2,"Quand je suis sur toi, quelle est ta partie préférée de moi à regarder ?",,,,,,
66c02acef4e4ec87ac8b12e0,dare,firstName1,firstName2,Réalisez une vidéo sexy en vous filmant dans un lieu inattendu de la maison.,phone,,high,,,
66d8c6b6743b06a9aa3f0151,dare,firstName2,,Bon anniversaire à {AutrePlayer}. Donne-lui une fessée pour chaque années de sa vie.,,,medium,high,,
66d79ef3e8c9a2a7abe3f8b8,truth,firstName1,firstName2,Quel est le plus grand fantasme que tu aimerais réaliser ensemble ?,,,,,,
66d8c6b6743b06a9aa3f0153,dare,firstName1,firstName2,Montre ta catégorie préférée sur ton site de pornographie préféré à {AutrePlayer}. Choisissez quelque chose de nouveau que vous n'avez jamais fait et essayez-le ensemble.,porno_movie,,medium,high,,
66bec4e4f4e4ec87ac8b1252,truth,firstName1,firstName2,Quel est le fantasme que tu aurais aimé réaliser avec moi ?,,,,,,
66d799f3e8c9a2a7abe3f856,dare,firstName1,firstName2,Commencez en missionnaire et essayez de terminer en levrette sans se retirer.,all,,high,,,
66bec17bf4e4ec87ac8b122a,truth,firstName1,firstName2,Quelle est ta limite absolue en matière d'intimité ?,,,,,,
66bec17bf4e4ec87ac8b122c,truth,firstName1,firstName2,"Si tu devais choisir un endroit insolite pour faire l'amour, lequel serait-ce ?",,,,,,
66c04b01f4e4ec87ac8b131f,dare,firstName2,,Fais un cunnilingus à {AutrePlayer} sans utiliser tes mains.,all,,high,medium,,
66c0307ff4e4ec87ac8b130f,dare,firstName1,firstName2,Caresses sensuelles sur la poitrine de {AutrePlayer} avec des mouvements lents et délicats.,all,,low,,,
66bec18cf4e4ec87ac8b1241,truth,firstName1,firstName2,Est-ce que tu envisagerais d'ouvrir un OnlyFans ?,,,,,,
